probe_id	profile	phase	universe	raw_channel_state	frozen_projection	projection_state	current_language_class	interpretation	cohort_id	measurement_ref	overlay_ref
P1138-S-002	html	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1138-S-002	
P1138-S-001	html	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1138-S-001	
P1137-C-002	html	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Fixture @preview local versionada; ambos resolvem sem rede.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-C-002	
P1137-C-001	html	reverse	transversal	RAW_DIFFERENCE	cli_surface	MATCH	CLI_HELP_SURFACE_NOT_FULL_PARITY	Help availability measured; complete help text differs and is retained. No full CLI documentation parity credit.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-C-001	
P1137-X-003	html	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Capacidade real presente; o texto do --help cristalino está desatualizado.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-X-003	
P1137-X-002	html	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Subconjunto HTML inicial: a fixture plain é byte-idêntica; o backend permanece experimental e incompleto.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-X-002	
P1137-X-001	html	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Capacidade real presente; o texto do --help cristalino está desatualizado.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-X-001	
P1137-L-001	html	reverse	transversal	RAW_EQUAL	artifact_presence	MATCH	MATCH_PROJECTED_LANGUAGE	Smoke de layout; não afirma igualdade geométrica ou visual.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-L-001	
P1137-I-001	html	reverse	transversal	RAW_DIFFERENCE	capability	DIFFERENCE	OPEN_QUERY_DIAGNOSTIC_OR_CLI_CAPABILITY	Default query migration hint differs; feature-bearing query can be rejected by crystalline. Retain complete channels; query capability projection is not full CLI parity.	query-cli-diagnostic	00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-I-001	
P1137-B-001	html	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Subcomando eval exposto para expressão isolada; JSON e raw no escopo inicial.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-B-001	
P1137-E-001	html	reverse	transversal	RAW_DIFFERENCE	semantic_version	MATCH	MATCH_PROJECTED_LANGUAGE	Semantic version projection equal; differing build stamp is mechanical provenance, not sys.version claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-E-001	
P1137-S-001	html	reverse	transversal	RAW_DIFFERENCE	exit_code	MATCH	MATCH_PROJECTED_LANGUAGE	Mensagem e span permanecem caso posterior; este caso prova rejeição.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html/P1137-S-001	
P1288-B-001	a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	No default é DISABLED_BY_PROFILE sem crédito; no perfil ativo o trio público coincide e rejeição futura da flag será DIFFERENCE, nunca disabled.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1288-B-001	
P1138-X-004	a11y	reverse	transversal			DISABLED_BY_PROFILE	EXPECTED_FEATURE_DISABLED	Compara estrutura semântica, não bytes nem whitespace exterior a texto.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-X-004	
P1138-X-003	a11y	reverse	transversal	RAW_EQUAL	pdf_observables	DIFFERENCE	MECHANICAL_PDF_RESOURCE_NAME	Same page count/size and extracted text; only font resource label LibertinusSerif-Regular-Identity-H vs LibertinusSerif-Regular. Resource naming alone is not language morphology (ADR0107).		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-X-003	
P1138-X-002	a11y	reverse	transversal	RAW_EQUAL	raster	DIFFERENCE	MECHANICAL_RASTER_DIFFERENCE	11 pixels differ by at most 1 channel unit; semantic text and page geometry controls pass. No language deficit inferred from raster bytes.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-X-002	
P1138-L-001	a11y	reverse	transversal	RAW_EQUAL	geometry	MATCH	MATCH_PROJECTED_LANGUAGE	Tolerância mecânica: arredondamento a 0.001 pt por campo; a medição P1281 observa coincidência da caixa.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-L-001	
P1138-X-001	a11y	reverse	transversal	RAW_EQUAL	semantic_tree	MATCH	MATCH_PROJECTED_LANGUAGE	P1220 resolve referências, transforms matriciais e paths de glifo; construções fora do vocabulário focal permanecem Unknown.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-X-001	
P1138-B-001	a11y	reverse	transversal	RAW_EQUAL	typed_value	MATCH	MATCH_PROJECTED_LANGUAGE	Distingue bool/int e canonicaliza somente ordem de dict.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-B-001	
P1138-S-003	a11y	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-S-003	
P1138-S-002	a11y	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-S-002	
P1138-S-001	a11y	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1138-S-001	
P1137-C-002	a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Fixture @preview local versionada; ambos resolvem sem rede.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-C-002	
P1137-C-001	a11y	reverse	transversal	RAW_DIFFERENCE	cli_surface	MATCH	CLI_HELP_SURFACE_NOT_FULL_PARITY	Help availability measured; complete help text differs and is retained. No full CLI documentation parity credit.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-C-001	
P1137-X-003	a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Capacidade real presente; o texto do --help cristalino está desatualizado.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-X-003	
P1137-X-002	a11y	reverse	transversal			DISABLED_BY_PROFILE	EXPECTED_FEATURE_DISABLED	Subconjunto HTML inicial: a fixture plain é byte-idêntica; o backend permanece experimental e incompleto.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-X-002	
P1137-X-001	a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Capacidade real presente; o texto do --help cristalino está desatualizado.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-X-001	
P1137-L-001	a11y	reverse	transversal	RAW_EQUAL	artifact_presence	MATCH	MATCH_PROJECTED_LANGUAGE	Smoke de layout; não afirma igualdade geométrica ou visual.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-L-001	
P1137-I-001	a11y	reverse	transversal	RAW_DIFFERENCE	capability	DIFFERENCE	OPEN_QUERY_DIAGNOSTIC_OR_CLI_CAPABILITY	Default query migration hint differs; feature-bearing query can be rejected by crystalline. Retain complete channels; query capability projection is not full CLI parity.	query-cli-diagnostic	00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-I-001	
P1137-B-001	a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Subcomando eval exposto para expressão isolada; JSON e raw no escopo inicial.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-B-001	
P1137-E-001	a11y	reverse	transversal	RAW_DIFFERENCE	semantic_version	MATCH	MATCH_PROJECTED_LANGUAGE	Semantic version projection equal; differing build stamp is mechanical provenance, not sys.version claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-E-001	
P1137-S-001	a11y	reverse	transversal	RAW_DIFFERENCE	exit_code	MATCH	MATCH_PROJECTED_LANGUAGE	Mensagem e span permanecem caso posterior; este caso prova rejeição.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/a11y/P1137-S-001	
P1288-B-001	html+a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	No default é DISABLED_BY_PROFILE sem crédito; no perfil ativo o trio público coincide e rejeição futura da flag será DIFFERENCE, nunca disabled.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1288-B-001	
P1138-X-004	html+a11y	reverse	transversal	RAW_EQUAL	semantic_tree	MATCH	MATCH_PROJECTED_LANGUAGE	Compara estrutura semântica, não bytes nem whitespace exterior a texto.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-X-004	
P1138-X-003	html+a11y	reverse	transversal	RAW_EQUAL	pdf_observables	DIFFERENCE	MECHANICAL_PDF_RESOURCE_NAME	Same page count/size and extracted text; only font resource label LibertinusSerif-Regular-Identity-H vs LibertinusSerif-Regular. Resource naming alone is not language morphology (ADR0107).		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-X-003	
P1138-X-002	html+a11y	reverse	transversal	RAW_EQUAL	raster	DIFFERENCE	MECHANICAL_RASTER_DIFFERENCE	11 pixels differ by at most 1 channel unit; semantic text and page geometry controls pass. No language deficit inferred from raster bytes.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-X-002	
P1138-L-001	html+a11y	reverse	transversal	RAW_EQUAL	geometry	MATCH	MATCH_PROJECTED_LANGUAGE	Tolerância mecânica: arredondamento a 0.001 pt por campo; a medição P1281 observa coincidência da caixa.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-L-001	
P1138-X-001	html+a11y	reverse	transversal	RAW_EQUAL	semantic_tree	MATCH	MATCH_PROJECTED_LANGUAGE	P1220 resolve referências, transforms matriciais e paths de glifo; construções fora do vocabulário focal permanecem Unknown.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-X-001	
P1138-B-001	html+a11y	reverse	transversal	RAW_EQUAL	typed_value	MATCH	MATCH_PROJECTED_LANGUAGE	Distingue bool/int e canonicaliza somente ordem de dict.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-B-001	
P1138-S-003	html+a11y	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-S-003	
P1138-S-002	html+a11y	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-S-002	
P1138-S-001	html+a11y	reverse	transversal	RAW_DIFFERENCE	diagnostic	DIFFERENCE	LOCATION_CONTROLLED_DIAGNOSTIC	External fixture display path differs; same source relocated under repository has literal bilateral diagnostic equality in location control. Raw external path difference retained, no message/span regression claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1138-S-001	
P1137-C-002	html+a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Fixture @preview local versionada; ambos resolvem sem rede.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-C-002	
P1137-C-001	html+a11y	reverse	transversal	RAW_DIFFERENCE	cli_surface	MATCH	CLI_HELP_SURFACE_NOT_FULL_PARITY	Help availability measured; complete help text differs and is retained. No full CLI documentation parity credit.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-C-001	
P1137-X-003	html+a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Capacidade real presente; o texto do --help cristalino está desatualizado.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-X-003	
P1137-X-002	html+a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Subconjunto HTML inicial: a fixture plain é byte-idêntica; o backend permanece experimental e incompleto.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-X-002	
P1137-X-001	html+a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Capacidade real presente; o texto do --help cristalino está desatualizado.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-X-001	
P1137-L-001	html+a11y	reverse	transversal	RAW_EQUAL	artifact_presence	MATCH	MATCH_PROJECTED_LANGUAGE	Smoke de layout; não afirma igualdade geométrica ou visual.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-L-001	
P1137-I-001	html+a11y	reverse	transversal	RAW_DIFFERENCE	capability	DIFFERENCE	OPEN_QUERY_DIAGNOSTIC_OR_CLI_CAPABILITY	Default query migration hint differs; feature-bearing query can be rejected by crystalline. Retain complete channels; query capability projection is not full CLI parity.	query-cli-diagnostic	00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-I-001	
P1137-B-001	html+a11y	reverse	transversal	RAW_EQUAL	capability	MATCH	MATCH_PROJECTED_LANGUAGE	Subcomando eval exposto para expressão isolada; JSON e raw no escopo inicial.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-B-001	
P1137-E-001	html+a11y	reverse	transversal	RAW_DIFFERENCE	semantic_version	MATCH	MATCH_PROJECTED_LANGUAGE	Semantic version projection equal; differing build stamp is mechanical provenance, not sys.version claim.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-E-001	
P1137-S-001	html+a11y	reverse	transversal	RAW_DIFFERENCE	exit_code	MATCH	MATCH_PROJECTED_LANGUAGE	Mensagem e span permanecem caso posterior; este caso prova rejeição.		00_nucleo/diagnosticos/p1335-transversal-r3.json#reverse/html+a11y/P1137-S-001	
P1138-S-001	default	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/default/P1138-S-001	
P1138-S-002	default	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/default/P1138-S-002	
P1138-S-003	default	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/default/P1138-S-003	
P1138-S-001	html	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/html/P1138-S-001	
P1138-S-002	html	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/html/P1138-S-002	
P1138-S-003	html	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/html/P1138-S-003	
P1138-S-001	a11y	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/a11y/P1138-S-001	
P1138-S-002	a11y	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/a11y/P1138-S-002	
P1138-S-003	a11y	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/a11y/P1138-S-003	
P1138-S-001	html+a11y	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/html+a11y/P1138-S-001	
P1138-S-002	html+a11y	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/html+a11y/P1138-S-002	
P1138-S-003	html+a11y	normal	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/normal/html+a11y/P1138-S-003	
P1138-S-001	default	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/default/P1138-S-001	
P1138-S-002	default	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/default/P1138-S-002	
P1138-S-003	default	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/default/P1138-S-003	
P1138-S-001	html	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/html/P1138-S-001	
P1138-S-002	html	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/html/P1138-S-002	
P1138-S-003	html	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/html/P1138-S-003	
P1138-S-001	a11y	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/a11y/P1138-S-001	
P1138-S-002	a11y	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/a11y/P1138-S-002	
P1138-S-003	a11y	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/a11y/P1138-S-003	
P1138-S-001	html+a11y	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/html+a11y/P1138-S-001	
P1138-S-002	html+a11y	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/html+a11y/P1138-S-002	
P1138-S-003	html+a11y	repeat	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/repeat/html+a11y/P1138-S-003	
P1138-S-003	default	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/default/P1138-S-003	
P1138-S-002	default	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/default/P1138-S-002	
P1138-S-001	default	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/default/P1138-S-001	
P1138-S-003	html	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/html/P1138-S-003	
P1138-S-002	html	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/html/P1138-S-002	
P1138-S-001	html	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/html/P1138-S-001	
P1138-S-003	a11y	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/a11y/P1138-S-003	
P1138-S-002	a11y	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/a11y/P1138-S-002	
P1138-S-001	a11y	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/a11y/P1138-S-001	
P1138-S-003	html+a11y	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/html+a11y/P1138-S-003	
P1138-S-002	html+a11y	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/html+a11y/P1138-S-002	
P1138-S-001	html+a11y	reverse	location-control	RAW_EQUAL	diagnostic	MATCH	CLOSED_LITERAL_LOCATION_CONTROL	Controlled path only; original raw difference retained.		00_nucleo/diagnosticos/p1335-transversal-r3.json#location/reverse/html+a11y/P1138-S-001	
boundary-0	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	csv(bytes("\"a\nb\",c\n1"))		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-0	
boundary-1	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	csv(bytes("a,b\r\n1"))		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-1	
boundary-2	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	csv(bytes("á,😀\r\n1"))		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-2	
boundary-3	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	csv(bytes((97,44,98,10,49,10,255)))		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-3	
boundary-4	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	{let f=json; f(42)}		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-4	
boundary-5	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	{let f=json.with(42); f()}		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-5	
boundary-6	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	{let a=arguments(42); json(..a)}		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-6	
boundary-7	default	normal	supplement-boundary	MATCH_DIAGNOSTIC	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	CLOSED_MEASURED_BOUNDARY	{let f(..a)=json(..a); f(42)}		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-7	
boundary-8	default	normal	supplement-boundary	DIFFERENT_VALUE	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	OPEN_LANGUAGE_BOUNDARY	{let abs(x)=[ok]; $abs(1)$}		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-8	
boundary-9	default	normal	supplement-boundary	DIFFERENT_VALUE	EXACT_EXIT_STDOUT_STDERR	NO_GENERAL_PROJECTION	OPEN_LANGUAGE_BOUNDARY	{let sqrt(x)=[ok]; $sqrt(1)$}		00_nucleo/diagnosticos/p1335-transversal-r3.json#extra/normal/default/boundary-9	
