l0_file	line	consumer	classification	measurement	text
00_nucleo/prompts/entities/enum_numbering.md	76	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-out explícito (P470)
00_nucleo/prompts/entities/element_kind.md	153	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	Ver `00_nucleo/diagnosticos/inventario-tipos-introspection-vanilla.md` (2026-04-30) §3: `Locatable`/`Tagged`/`Unqueriable` traits vanilla são scope-out porque cristalino não usa marker-traits-per-element.
00_nucleo/prompts/compiler/stdlib/panic.md	56	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## 6. Scope-out
00_nucleo/prompts/entities/regex.md	12	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	regex scope-out); DEBT-52 (`text.font` dict desbloqueado para futuro).
00_nucleo/prompts/entities/regex.md	149	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Flags regex — scope-out ADR-0054.
00_nucleo/prompts/entities/regex.md	150	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `str.replace` com regex — scope-out (P689 cobre apenas `str.match`/`str.position`).
00_nucleo/prompts/entities/rel.md	55	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Fronteiras e scope-out
00_nucleo/prompts/entities/rel.md	59	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Comparação `<`/`>` de `Relative` — requer contexto; scope-out.
00_nucleo/prompts/entities/region.md	256	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"**Sub-padrão ""promoção real scope-out ADR-0054 graded""** N=1 →"
00_nucleo/prompts/entities/region.md	258	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-outs**). Atinge limiar formalização N=2 candidato a ADR
00_nucleo/prompts/entities/region.md	265	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-outs via `regions.current.width` save/restore. Magnitude
00_nucleo/prompts/entities/counter_format.md	88	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-outs
00_nucleo/prompts/entities/func.md	342	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-outs
00_nucleo/prompts/entities/geometry.md	83	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Promoções reais scope-outs ADR-0054 graded granular**: N=13 →
00_nucleo/prompts/entities/geometry.md	86	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	100% scope-outs originais fechados cumulativamente após Block
00_nucleo/prompts/entities/geometry.md	277	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	5. **Transform `origin` pivot** (E.5) — ausente com **scope-out
00_nucleo/prompts/entities/geometry.md	279	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	104-105`. Materializar reverte scope-out arquitectural.
00_nucleo/prompts/entities/geometry.md	286	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	administrativa documental + scope-out ADR-0061 sobre Opção 4).
00_nucleo/prompts/compiler/stdlib/text/constructor.md	52	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(scope-out silencioso).
00_nucleo/prompts/entities/duration.md	7	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**ADRs**: ADR-0017 (portão aberto P395), ADR-0107 (paridade linguagem), ADR-0029 (pureza L1), ADR-0054 (operações temporais scope-out).
00_nucleo/prompts/entities/duration.md	109	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `Value::Str` → `Duration`: scope-out ADR-0054 graded (parsing futuro).
00_nucleo/prompts/entities/duration.md	138	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## 9. Scope-out
00_nucleo/prompts/entities/duration.md	140	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Cast de `Str` → `Duration` — scope-out ADR-0054 graded.
00_nucleo/prompts/entities/duration.md	141	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Checks de overflow em constructors — scope-out para valores fora de escopo real.
00_nucleo/prompts/entities/elements/footnote.md	6	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	`entities/elements/_comum.md`. **Locatável desde P1016** — o scope-out de P326
00_nucleo/prompts/entities/elements/footnote.md	29	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(P502 — `native_footnote` aceita `numbering:` named; uso no marcador de rodapé scope-out per ADR-0054.)
00_nucleo/prompts/entities/elements/math_accent.md	8	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	`AccentElem` minimal (P296; cosméticos `size`/`dotless` scope-out, inalterado).
00_nucleo/prompts/entities/citation_style.md	7	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**ADRs relevantes**: ADR-0037 (coesão por domínio), ADR-0054 (graded scope-out), ADR-0107 (paridade linguagem)
00_nucleo/prompts/entities/citation_style.md	109	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-out
00_nucleo/prompts/entities/decimal.md	7	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**ADRs**: ADR-0017 (portão aberto P395), ADR-0107 (paridade linguagem), ADR-0029 (pureza L1), ADR-0054 (operações aritméticas scope-out).
00_nucleo/prompts/entities/decimal.md	52	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `bigdecimal` (precisão arbitrária com heap) é scope-out; `rust_decimal` é a opção pragmática.
00_nucleo/prompts/entities/decimal.md	96	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## 7. Scope-out
00_nucleo/prompts/entities/decimal.md	99	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Operações aritméticas (`+`, `-`, `*`, `/`, `%`, `pow`) — scope-out ADR-0054 graded.
00_nucleo/prompts/entities/color.md	19	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	vanilla. Scope-outs formalizados em **ADR-0083 PROPOSTO**:
00_nucleo/prompts/entities/color.md	236	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	/// `c = (1-r-k)/(1-k)` — o ICC do vanilla é scope-out ADR-0083).
00_nucleo/prompts/entities/color.md	243	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	> **Fonte da afirmação sobre CMYK (P1031)** — o scope-out ADR-0083 estava correcto e agora
00_nucleo/prompts/entities/color.md	262	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	> continua coberta pelo scope-out ADR-0083, mas fica registada como divergência de
00_nucleo/prompts/entities/color.md	388	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-outs P257 documentados em ADR-0083 PROPOSTO**:
00_nucleo/prompts/entities/content.md	669	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out per P155 §A.1.2); alterna `self.smartquote_single_open`.
00_nucleo/prompts/entities/content.md	723	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	vanilla scope-out per Tabela A.7 linha 201 `stroke(...)` parcial). `None`
00_nucleo/prompts/entities/content.md	730	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	### Scope-out (per diagnóstico §A.1 + ADR-0054 graded)
00_nucleo/prompts/entities/content.md	806	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- **`right` é scope-out neste passo** (perfil ADR-0054 graded):
00_nucleo/prompts/entities/content.md	865	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `right` padding **scope-out** em layout — ver acima. Refino
00_nucleo/prompts/entities/content.md	867	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Padding negativo **scope-out** (rejeitado com erro). Refino
00_nucleo/prompts/entities/content.md	1123	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `origin` (ponto de pivot) **scope-out** — análogo a
00_nucleo/prompts/entities/content.md	1189	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Atributos scope-out** (refino futuro per ADR-0054 graded):
00_nucleo/prompts/entities/content.md	1212	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `inset.right` é scope-out (Layouter actual sem largura
00_nucleo/prompts/entities/content.md	1223	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(incluindo lista de scope-outs).
00_nucleo/prompts/entities/content.md	1237	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- **9 atributos vanilla scope-out** (outset, fill, stroke,
00_nucleo/prompts/entities/content.md	1246	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `inset.right` scope-out em layout (mesma razão que
00_nucleo/prompts/entities/content.md	1300	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Atributos scope-out** (refino futuro per ADR-0054 graded):
00_nucleo/prompts/entities/content.md	1311	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	| Layouter | flush + inset_top + offset_left + body + flush + inset_bottom + height_min | append inline + inset_left + body + inset_right (top/bottom/baseline scope-out em layout actual) |
00_nucleo/prompts/entities/content.md	1347	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- 6 atributos vanilla scope-out (outset, fill, stroke,
00_nucleo/prompts/entities/content.md	1436	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Named arg desconhecido rejeitado (sem scope-out adicional;
00_nucleo/prompts/entities/content.md	1573	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(refactor scope-out).
00_nucleo/prompts/entities/content.md	1647	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"ambos os variants como scope-out P156G/H graded (""semantic adiada"")."
00_nucleo/prompts/entities/content.md	1679	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"sub-padrão emergente ""promoção real scope-out ADR-0054 graded"""
00_nucleo/prompts/entities/content.md	1682	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out (refino futuro).
00_nucleo/prompts/entities/content.md	1691	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Promoção scope-outs Pad.right / Block.width / Boxed.width — Passo 243 (M9d / M7+3 fase (a); ADR-0081 IMPLEMENTADO parcial 4/5)
00_nucleo/prompts/entities/content.md	1693	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"P156C declarou `Pad.right` scope-out (""Layouter actual não tem"
00_nucleo/prompts/entities/content.md	1736	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"**Sub-padrão ""promoção real scope-out ADR-0054 graded""** N=2"
00_nucleo/prompts/entities/content.md	1739	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"transitam de ""scope-out"" / ""armazenado adiada"" para"
00_nucleo/prompts/entities/content.md	1742	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Promoção scope-outs Block/Boxed fill+stroke+outset — Passo 247 (M9d / M7+5; ADR-0079 Categoria A.4)
00_nucleo/prompts/entities/content.md	1744	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	P156G/H declararam **9 atributos vanilla scope-out** em Block e
00_nucleo/prompts/entities/content.md	1817	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"**Sub-padrão ""promoção real scope-out ADR-0054 graded""** N=2 →"
00_nucleo/prompts/entities/content.md	1823	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"**Sub-padrão emergente ""agregar promoções scope-outs cosméticos"
00_nucleo/prompts/entities/content.md	1828	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-outs originais Block fechados cumulativamente (outset
00_nucleo/prompts/entities/content.md	1833	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-outs originais Boxed fechados cumulativamente (outset +
00_nucleo/prompts/entities/content.md	1932	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- **Row break real é scope-out P248** (refino futuro per
00_nucleo/prompts/entities/content.md	1948	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Promoções reais scope-outs ADR-0054 graded granular cumulativas
00_nucleo/prompts/entities/content.md	1962	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	P156G declarou 9 scope-outs originais Block; P247 + P248
00_nucleo/prompts/entities/content.md	1964	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	semantic real. **P250 fecha os 4 scope-outs restantes** em
00_nucleo/prompts/entities/content.md	1983	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	estes 4 scope-outs são exclusivos Block (vanilla BlockElem
00_nucleo/prompts/entities/content.md	2063	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	1. **Storage prévio** ✓ — 4 fields scope-out P156G declarados
00_nucleo/prompts/entities/content.md	2075	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"**Sub-padrão ""promoção real scope-out ADR-0054 graded""**"
00_nucleo/prompts/entities/content.md	2088	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-outs originais P156G + breakable contado = **Block A.4
00_nucleo/prompts/entities/content.md	2091	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Boxed continua 5/6 scope-outs** (resta stroke-overhang;
00_nucleo/prompts/entities/content.md	2130	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	Cristalino P295 scope-outs:
00_nucleo/prompts/entities/content.md	2132	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"- `numbering: Numbering` (default `""1""`) **scope-out** (cosmético;"
00_nucleo/prompts/entities/content.md	2136	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `FootnoteBody::Reference(Label)` **scope-out** (multi-ref
00_nucleo/prompts/entities/content.md	2216	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	Cristalino P296 scope-outs:
00_nucleo/prompts/entities/content.md	2217	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `AccentElem.size`/`dotless` → scope-out (cosméticos).
00_nucleo/prompts/entities/content.md	2218	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `CancelElem.length`/`angle`/`stroke` → scope-out (cosméticos).
00_nucleo/prompts/entities/content.md	2219	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- `CancelElem.inverted`/`cross` → scope-out (toggles funcionais;
00_nucleo/prompts/entities/content.md	2435	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	### Operadores vanilla pré-definidos (scope-out P298)
00_nucleo/prompts/entities/content.md	2439	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**scope-out P298** — passo P298.X candidato se necessário.
00_nucleo/prompts/entities/content.md	2666	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"condicional""; sem prioridade designada; scope-out formal"
00_nucleo/prompts/entities/content.md	2673	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	preservados como scope-out informal P258 (cobertura útil
00_nucleo/prompts/entities/content.md	2676	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	### Bloco B hayagriva — scope-out implícito P258
00_nucleo/prompts/entities/content.md	2698	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out implícito documentado; Fase 3 + footnote refinos
00_nucleo/prompts/entities/elements/cite.md	67	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out P418:**
00_nucleo/prompts/entities/elements/cite.md	113	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	| 2026-06-23 | P418 (XL): adicionar seção de renderização CSL real e scope-out. | `cite.md`, `cite.rs`, `bibliography.md`, `bibliography.rs`, `loading.md` |
00_nucleo/prompts/entities/elements/math_cancel.md	9	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	`stroke` scope-out, inalterado).
00_nucleo/prompts/entities/elements/raw.md	24	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(P502 — `native_raw` passa a aceitar `lang:` e `block:` named; syntax highlighting real continua scope-out per ADR-0054.)
00_nucleo/prompts/entities/elements/image.md	27	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	(P502 — paridade `image.fit` do vanilla 0.14.2; renderização do fit scope-out per ADR-0054.)
00_nucleo/prompts/entities/elements/bibliography.md	72	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	>   **múltiplos** ficheiros, o que o cristalino declara como scope-out em P418
00_nucleo/prompts/entities/elements/bibliography.md	106	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out P418:**
00_nucleo/prompts/entities/elements/bibliography.md	118	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	com input literal P159A/P418 (scope-out parcial: paridade linguagem do path
00_nucleo/prompts/entities/elements/bibliography.md	123	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out P419:**
00_nucleo/prompts/entities/elements/bibliography.md	142	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out P420:**
00_nucleo/prompts/entities/elements/bibliography.md	150	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	| 2026-06-23 | P418 (XL): adicionar seção de renderização CSL real e scope-out. | `bibliography.md`, `bibliography.rs`, `cite.md`, `cite.rs`, `loading.md`, `loading.rs` |
00_nucleo/prompts/entities/elements/bibliography.md	151	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	| 2026-06-23 | P419 (M): adicionar `path`, loading de disco e scope-out. | `bibliography.md`, `bibliography.rs`, `content.rs`, `rules/eval/bibliography.rs`, `rules/stdlib/structural.rs` |
00_nucleo/prompts/entities/elements/link.md	49	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	**Scope-out P422:**
00_nucleo/prompts/entities/elements/link.md	52	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Consumer PDF que emite annotation URI — scope-out; o `FrameItem::Link` é
00_nucleo/prompts/entities/elements/link.md	54	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"- Links internos (`#link(""<label>"")`) / inter-página — scope-out."
00_nucleo/prompts/entities/elements/link.md	55	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- Hover tooltip — renderizador-dependente, scope-out.
00_nucleo/prompts/contracts/plugin_host.md	122	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	"registado em ""Scope-out""."
00_nucleo/prompts/contracts/plugin_host.md	137	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## Scope-out (próximos passos) — NÃO implementado aqui
00_nucleo/prompts/entities/elements/outline.md	57	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	são aceites e armazenados, mas a renderização específica é scope-out per
00_nucleo/prompts/entities/elements/heading.md	40	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	scope-out (não modelado; `depth` exposto = `level`).
00_nucleo/prompts/entities/elements/list_item.md	20	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	/// scope-out; o campo é aceite e preservado sem efeito visual.
00_nucleo/prompts/entities/bib_entry.md	80	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	- **ADR-0054**: graded scope-out de fields adicionais
00_nucleo/prompts/entities/bytes.md	79	UNRESOLVED	HARNESS-GAP	not individually probed in P1210	## 6. Scope-out
