pair	scenario	system	argv	binary_sha256	exit_status	stdout_sha256	stderr_sha256
radial/luma	alpha-last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((black,0%),(white.transparentize(60%),100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	ad569e372660dae3bd1e3c84cd072165d748dc395810f5e86b84298d3d476ebf	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	black-white	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((black,0%),(white,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	2c419c24a421c430e6342eedb12fb573994b594c76184de82595c93c780b78a3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	black-white	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((black,0%),(white,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	2c419c24a421c430e6342eedb12fb573994b594c76184de82595c93c780b78a3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	nonsaturated	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(38,70,83),0%),(rgb(244,162,97),100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	bcd21111914eb3bf9a572ea0dce8e0626ca6e0b4c7f98e68cc4d7702026d738b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	nonsaturated	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(38,70,83),0%),(rgb(244,162,97),100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	43a5b5e44b02695e07d5ff1425a685e9f062156a7c0c5df1851ee51c3b74084b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	primary-extremes	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((blue,0%),(rgb(0,255,0),100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	2ef223224bc82052f07d2026e453891d6e4ee657fa35ab09c04603b11bd1420c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	primary-extremes	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((blue,0%),(rgb(0,255,0),100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	1df47ee7dc14ff82e747424d4ae1464cce5db1da4c62544fffbaa7bef17d8df3	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	white-black	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((white,0%),(black,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	dd2bae642d28686b32a81ecbccbcff921a444c30cf6b474db4d0c721f7898be2	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/luma	white-black	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((white,0%),(black,100%),space:color.luma,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	34aeec8d9a46198375d94cbbf6dbbbbea8af38c5b359abd022241bbcb49eb135	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	alpha-first	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	4eb7cae971ebc5974a9c587c10171bd8d47f550bc30641d02aff7ceae0e10da5	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	alpha-first	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(230,0,140).transparentize(60%),0%),(rgb(255,80,120),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	408c3cf47637adf02dfbaa980dc782a260fd101b02b5d6a72e80cc4e20253427	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	alpha-last	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	b5e8847abda9ad03644c4e85a007bae22c5073827624f3df14d4ae520aa85ea7	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	alpha-last	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(230,0,140),0%),(rgb(255,80,120).transparentize(60%),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	3c59b75b451d9e29129ae7e9b8c71f16e023068f3e245e31606ef03145bd9314	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	low-chroma	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	6dd1ca46013e09cef813d4f2749a651274642fa49852b8fda4c238f894a1ec25	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	low-chroma	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(128,128,128),0%),(rgb(255,43,0),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	9efb213368002c564200a3753c1b17e6b3fa26141e97bde2d18a2629dadfc2cd	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	no-wrap	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	284e3185200161364ff23b0d363b8b58754fac592bf2a0cb5f588c1ad0375f8c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	no-wrap	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,128,0),0%),(rgb(0,255,128),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	4e719ca57252e1f417315a4787d9ad4e4ffa6e3605e87a8330899bd35c63303d	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	seam-forward	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(230,0,140),0%),(rgb(255,80,120),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	1fa6b5afbe61934b8c384a20cd1735bec897c8eabc74fe70594c10f4fa077cea	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	seam-forward	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(230,0,140),0%),(rgb(255,80,120),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	4a4e4092f37e0e79bffeb3d762370a2ddc29f39cbd15b9b16038d17f5e3620bc	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	seam-reverse	candidate	"[""target/debug/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,80,120),0%),(rgb(230,0,140),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	1ca120604797e49d79ed37770c082ef9859a78830b6374dfe765e6a1b4dfb2a0	0	787b3768ba4aec1e468028af0db2061f18902647a16d6ab2ff07434f1875a117	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
radial/oklch	seam-reverse	vanilla	"[""/usr/local/bin/typst"",""eval"",""--format"",""json"",""let norm = x => if type(x) == ratio { x / 100% } else if type(x) == angle { x / 1deg } else { x }; let g = gradient.radial((rgb(255,80,120),0%),(rgb(230,0,140),100%),space:color.oklch,center:(50%,50%),radius:50%,focal-center:(50%,50%),focal-radius:0%); (0.000000000000%,0.000100000000%,25.000000000000%,50.000000000000%,75.000000000000%,99.999900000000%,100.000000000000%).map(t => g.sample(t).components(alpha:true).map(norm))""]"	7b4f40c56d6fa95082ebcfd893e275d418ebcaed1b97b62785f78284c63ff7b8	0	01641e3b4a50f64a69ce5981f47b7ccdd6e8208ab048269aedf6ae739dc5c371	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
