record_type	key	value	sha256	detail
runner-command	C0442	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red, 0%), (rgb(46, 204, 64), 37.0262390670554%), (blue.transparentize(100%), 63.5568513119533%), (yellow.transparentize(100%), 81.3411078717201%), (red, 92.1282798833819%), (rgb(46, 204, 64), 97.667638483965%), (blue.transparentize(100%), 99.7084548104956%), (yellow.transparentize(100%), 100%), space: color.oklab, angle: -540deg)).sharp(8).repeat(2, mirror: true); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	f66b2e49083eaef4e714f094300d91c7b74bffc1eba8fa222a3609f524a858de	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0443	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S17-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0444	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((rgb(38, 70, 83).transparentize(20%), 0%), (rgb(42, 157, 143).transparentize(60%), 11.1111111111111%), (rgb(233, 196, 106).transparentize(35%), 44.4444444444444%), (rgb(244, 162, 97).transparentize(80%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).repeat(2, mirror: true); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	1e9b44ea378991ff779fd14375dd8fdd226b85e6448fdb90a9d0af0ca2ddd763	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0445	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S17-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0446	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((rgb(38, 70, 83).transparentize(20%), 0%), (rgb(42, 157, 143).transparentize(60%), 11.1111111111111%), (rgb(233, 196, 106).transparentize(35%), 44.4444444444444%), (rgb(244, 162, 97).transparentize(80%), 100%), space: color.linear-rgb, angle: 225deg)).repeat(2, mirror: true); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	6115707e0f9c549e292bdfe91789d23eee2489b19482052747340b5d6cf05924	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0447	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S17-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0448	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((rgb(38, 70, 83).transparentize(20%), 0%), (rgb(42, 157, 143).transparentize(60%), 11.1111111111111%), (rgb(233, 196, 106).transparentize(35%), 44.4444444444444%), (rgb(244, 162, 97).transparentize(80%), 100%), space: color.oklab, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).repeat(2, mirror: true); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	02759d55894b4e1bfd7d894e4444ec7b8bf78b505d6804142dddd20829e0f025	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0449	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S17-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S17-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0450	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((rgb(38, 70, 83).transparentize(20%), 0%), (rgb(42, 157, 143).transparentize(60%), 11.1111111111111%), (rgb(233, 196, 106).transparentize(35%), 44.4444444444444%), (rgb(244, 162, 97).transparentize(80%), 100%), space: color.oklab, angle: 225deg)).repeat(2, mirror: true); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	544a124770a24092a5825abb62c6224fe5ab339d4ff8842e976aa5a7141c39b3	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0451	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S16-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0452	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue, 66.6666666666667%), (yellow, 100%), space: color.linear-rgb, center: (50%, 50%), radius: 50%, focal-center: (50%, 50%), focal-radius: 0%)).repeat(2, mirror: false); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	945b608ad4cec96a9bad69c8608109e7d9138d67bf7b075eb5fc4dc235b76138	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0453	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S16-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0454	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue, 66.6666666666667%), (yellow, 100%), space: color.linear-rgb, angle: 45deg)).repeat(2, mirror: false); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	12332c7c5f1283dd6b0e07cbaeef467125429ee89c49808974ae820b488447c9	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0455	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S16-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0456	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue, 66.6666666666667%), (yellow, 100%), space: color.oklab, center: (50%, 50%), radius: 50%, focal-center: (50%, 50%), focal-radius: 0%)).repeat(2, mirror: false); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	a40fb8793ff8f50941e9080a7b131ea986daefdad544878bda13c17ab4037922	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0457	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S16-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S16-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0458	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red, 0%), (rgb(46, 204, 64), 33.3333333333333%), (blue, 66.6666666666667%), (yellow, 100%), space: color.oklab, angle: 45deg)).repeat(2, mirror: false); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	e4c2c114733047a48fc7f77c1c588c07d6ae7ca2d4b6be63c41944217142c92b	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0459	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S15-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0460	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	a3bce76c47a953b83159cad5a80aa850dcf6537d11d2a597408b6b2e33069c26	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0461	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S15-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0462	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.linear-rgb, angle: -90deg)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	322bf25cd450b301171f6f07c4605465dc7cbb3112c027be1bfc73e096d948e3	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0463	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S15-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0464	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.oklab, center: (50%, 50%), radius: 60%, focal-center: (40%, 50%), focal-radius: 15%)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	1fb5edff09dfaf01d81c833ae37335e23521e6acdff7380f3a4646c841d09590	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0465	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S15-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S15-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0466	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((red.transparentize(100%), 0%), (rgb(46, 204, 64), 0.291545189504373%), (blue.transparentize(70%), 2.33236151603499%), (yellow, 7.87172011661808%), (rgb(255, 0, 255).transparentize(35%), 18.6588921282799%), (red.transparentize(100%), 36.4431486880466%), (rgb(46, 204, 64), 62.9737609329446%), (blue.transparentize(70%), 100%), space: color.oklab, angle: -90deg)).sharp(8); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	79f26fabf38ea4ec59c937ae0914e864e9f9b055b2b1fafa1c558ccd5dfdde09	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0467	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S14-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0468	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.linear-rgb, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	0ad00437d657491bcc2b9c095662bb5cf123ca4d8f59912a026c60ff78e089d3	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0469	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S14-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0470	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.linear-rgb, angle: 37deg)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	18cb70d08668e66fe040b75c53b8622d7a65c783eeeb3db0c11313c40b7de31a	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0471	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S14-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0472	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.oklab, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	f26513ff35ecc1b07a48bc79e3f8c5b3d91c262107fac2a06d16dd4ad754fcae	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0473	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S14-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S14-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0474	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear(red, rgb(46, 204, 64).transparentize(60%), blue, space: color.oklab, angle: 37deg)).sharp(3); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	3ff1a2b69f9bf055a0f462e7c0a29923ceac4f891205b5f27708034fa65a3bd4	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0475	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S13-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0476	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((black, 0%), (white, 100%), space: color.linear-rgb, center: (50%, 50%), radius: 50%, focal-center: (50%, 50%), focal-radius: 0%)).sharp(2); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	18c6a8acc25939e23f66fb63eb58a292241b28ff299c1b9e27f7aeae33adb633	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0477	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S13-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0478	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((black, 0%), (white, 100%), space: color.linear-rgb, angle: 0deg)).sharp(2); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	4eedf0f8f9759ab7ec6ed78c913d5d743fabd8b610cd13acc243e659ac4faef7	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0479	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-radial-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S13-radial-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0480	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.radial((black, 0%), (white, 100%), space: color.oklab, center: (50%, 50%), radius: 50%, focal-center: (50%, 50%), focal-radius: 0%)).sharp(2); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	12fb87046129a1c8efb588a28be0cd285896dffd3fb0f35ad2d15c5b22dc1b12	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0481	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S13-linear-oklab.typ /tmp/p1268/oracle_v3/binaries/inverse/S13-linear-oklab.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0482	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = (gradient.linear((black, 0%), (white, 100%), space: color.oklab, angle: 0deg)).sharp(2); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	b281b6c22ac48c12a1ddb9801bf6e133acc95c80e2062212d57079243e49529c	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0483	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S12-radial-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S12-radial-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0484	/usr/local/bin/typst eval --format json let norm = x => if type(x) == ratio { x / 100% } else { x }; let g = gradient.radial((rgb(38, 70, 83).transparentize(20%), 0%), (rgb(42, 157, 143).transparentize(60%), 1.0989010989011%), (rgb(233, 196, 106).transparentize(35%), 4.3956043956044%), (rgb(244, 162, 97).transparentize(80%), 9.89010989010989%), (rgb(38, 70, 83).transparentize(20%), 12.0879120879121%), (rgb(42, 157, 143).transparentize(60%), 16.4835164835165%), (rgb(233, 196, 106).transparentize(35%), 17.5824175824176%), (rgb(244, 162, 97).transparentize(80%), 20.8791208791209%), (rgb(38, 70, 83).transparentize(20%), 26.3736263736264%), (rgb(42, 157, 143).transparentize(60%), 28.5714285714286%), (rgb(233, 196, 106).transparentize(35%), 32.967032967033%), (rgb(244, 162, 97).transparentize(80%), 34.0659340659341%), (rgb(38, 70, 83).transparentize(20%), 37.3626373626374%), (rgb(42, 157, 143).transparentize(60%), 42.8571428571429%), (rgb(233, 196, 106).transparentize(35%), 45.0549450549451%), (rgb(244, 162, 97).transparentize(80%), 49.4505494505495%), (rgb(38, 70, 83).transparentize(20%), 50.5494505494505%), (rgb(42, 157, 143).transparentize(60%), 53.8461538461538%), (rgb(233, 196, 106).transparentize(35%), 59.3406593406593%), (rgb(244, 162, 97).transparentize(80%), 61.5384615384615%), (rgb(38, 70, 83).transparentize(20%), 65.9340659340659%), (rgb(42, 157, 143).transparentize(60%), 67.032967032967%), (rgb(233, 196, 106).transparentize(35%), 70.3296703296703%), (rgb(244, 162, 97).transparentize(80%), 75.8241758241758%), (rgb(38, 70, 83).transparentize(20%), 78.021978021978%), (rgb(42, 157, 143).transparentize(60%), 82.4175824175824%), (rgb(233, 196, 106).transparentize(35%), 83.5164835164835%), (rgb(244, 162, 97).transparentize(80%), 86.8131868131868%), (rgb(38, 70, 83).transparentize(20%), 92.3076923076923%), (rgb(42, 157, 143).transparentize(60%), 94.5054945054945%), (rgb(233, 196, 106).transparentize(35%), 98.9010989010989%), (rgb(244, 162, 97).transparentize(80%), 100%), space: color.linear-rgb, center: (50%, 50%), radius: 65%, focal-center: (30%, 40%), focal-radius: 10%); (g.stops().map(s => (s.at(0).components().map(norm), s.at(1) / 100%)), repr(g.kind()), repr(g.space()), repr(g.angle()), repr(g.center()), repr(g.radius()), repr(g.focal-center()), repr(g.focal-radius()))	0b56f9bf5da90a19ed45a9346386a7ebd591b0483481484734b42a4113018625	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
runner-command	C0485	/usr/local/bin/typst compile /repos/Antigravity/typst-crystalline/lab/parity/matrix/fixtures/p1266/S12-linear-linear-rgb.typ /tmp/p1268/oracle_v3/binaries/inverse/S12-linear-linear-rgb.svg	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	exit=0;stderr_sha256=e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
