probe_id	path	profiles	runtime_class_by_profile	language_projection_by_profile	current_language_class	owner_prompt	crystalline_owner_file_line	vanilla_source_file_line	language_observable	causal_hypothesis	refutation	gate_class	universe	cohort_id	measurement_ref
r4.args.filter-static	r4.args.filter-static	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments.filter(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55), v => v != 11))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.filter-static
r4.args.sink-only	r4.args.sink-only	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((..a) => a)(1, key: 2))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.sink-only
r4.args.sink-mixed	r4.args.sink-mixed	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((..a) => a)(..arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55)))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.sink-mixed
r4.args.sink-consumed-named	r4.args.sink-consumed-named	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((head, z: 0, ..rest) => rest)(..arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55)))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.sink-consumed-named
r4.args.sink-before-positional	closure.nonterminal-sink	default,html,a11y,html+a11y	default:DIFFERENT_VALUE;html:DIFFERENT_VALUE;a11y:DIFFERENT_VALUE;html+a11y:DIFFERENT_VALUE	default:Violated;html:Violated;a11y:Violated;html+a11y:Violated	OPEN_LANGUAGE_DIVERGENCE	00_nucleo/prompts/compiler/eval/closures.md;00_nucleo/prompts/entities/func.md	01_core/src/compiler/eval/closures.rs:70	lab/typst-original/crates/typst-eval/src/call.rs:693	repr(((first, ..rest, last) => rest)(1, a: 2, 3, b: 4, 5))	Closure carrier currently forgets sink position; distinct from ordering fix.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	ADR0127_PUBLIC_CONTRACT_GATE_BEFORE_MATERIALIZATION	supplement	closure-nonterminal-sink-binding	00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.sink-before-positional
r4.args.sink-after-positional	r4.args.sink-after-positional	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((first, last, ..rest) => rest)(1, a: 2, 3, b: 4, 5))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.sink-after-positional
r4.args.sink-default-absent	r4.args.sink-default-absent	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(((first, z: 99, ..rest) => rest)(1, a: 2, 3))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.sink-default-absent
r4.args.join-collision	r4.args.join-collision	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(1, z: 11, a: 12) + arguments(z: 21, b: 22, 2))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.join-collision
r4.args.join-duplicates	r4.args.join-duplicates	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55) + arguments(..arguments(z: 61), z: 62, 77))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.join-duplicates
r4.args.join-none	r4.args.join-none	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55) + none)	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.args.join-none
r4.error.map-first-callback	r4.error.map-first-callback	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).map(v => panic(str(v)))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.map-first-callback
r4.error.filter-first-callback	r4.error.filter-first-callback	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).filter(v => panic(str(v)))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.filter-first-callback
r4.error.filter-non-bool	r4.error.filter-non-bool	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				arguments(..arguments(z: 11), 22, ..arguments(z: 33, a: 44), 55).filter(v => 1)	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.filter-non-bool
r4.error.filter-preserve-arg-span	r4.error.filter-preserve-arg-span	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode((:), ..arguments(nope: 1).filter(v => true))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.filter-preserve-arg-span
r4.error.map-preserve-arg-span	r4.error.map-preserve-arg-span	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode((:), ..arguments(nope: 1).map(v => v))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.map-preserve-arg-span
r4.error.filter-preserve-value-span	r4.error.filter-preserve-value-span	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode((:), ..arguments(pretty: "bad").filter(v => true))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.filter-preserve-value-span
r4.error.map-detached-value-span	r4.error.map-detached-value-span	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode((:), ..arguments(pretty: "bad").map(v => v))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.map-detached-value-span
r4.error.map-changed-detached-value-span	r4.error.map-changed-detached-value-span	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode((:), ..arguments(pretty: true).map(v => "bad"))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.map-changed-detached-value-span
r4.error.join-retains-rhs-span	r4.error.join-retains-rhs-span	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode((:), ..(arguments(nope: 1) + arguments(nope: 2)))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.join-retains-rhs-span
r4.error.join-retains-lhs-span	r4.error.join-retains-lhs-span	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				yaml.encode((:), ..(arguments(nope: 1) + arguments(ok: 2)))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.join-retains-lhs-span
r4.error.with-keeps-invalid-earlier	r4.error.with-keeps-invalid-earlier	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode.with(..arguments(pretty: "bad"))((:), pretty: true)	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.error.with-keeps-invalid-earlier
r4.join.removes-invalid-earlier	r4.join.removes-invalid-earlier	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				json.encode((:), ..(arguments(pretty: "bad") + arguments(pretty: true)))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.join.removes-invalid-earlier
r4.origin.filter.f	r4.origin.filter.f	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{  let make(which) = {   let a = arguments(nope: 1);   let b = arguments(nope: 1);   yaml.encode.with(..(if which { a } else { b }).filter(v => true))  };  let f = make(true);  let g = make(false);  f((:)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.origin.filter.f
r4.origin.map.f	r4.origin.map.f	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{  let make(which) = {   let a = arguments(nope: 1);   let b = arguments(nope: 1);   yaml.encode.with(..(if which { a } else { b }).map(v => v))  };  let f = make(true);  let g = make(false);  f((:)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.origin.map.f
r4.origin.filter.g	r4.origin.filter.g	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{  let make(which) = {   let a = arguments(nope: 1);   let b = arguments(nope: 1);   yaml.encode.with(..(if which { a } else { b }).filter(v => true))  };  let f = make(true);  let g = make(false);  g((:)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.origin.filter.g
r4.origin.map.g	r4.origin.map.g	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_DIAGNOSTIC;html+a11y:MATCH_DIAGNOSTIC	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{  let make(which) = {   let a = arguments(nope: 1);   let b = arguments(nope: 1);   yaml.encode.with(..(if which { a } else { b }).map(v => v))  };  let f = make(true);  let g = make(false);  g((:)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.origin.map.g
r4.with.repr.json	r4.with.repr.json	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(json.with())	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.with.repr.json
r4.with.repr.cbor.encode	r4.with.repr.cbor.encode	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(cbor.encode.with())	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.with.repr.cbor.encode
r4.with.repr.repr	r4.with.repr.repr	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(repr.with())	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.with.repr.repr
r4.with.repr.calc.abs	r4.with.repr.calc.abs	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(calc.abs.with())	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.with.repr.calc.abs
r4.with.repr.text	r4.with.repr.text	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(text.with())	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.with.repr.text
r4.with.repr.(x => x)	r4.with.repr.(x => x)	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr((x => x).with())	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.with.repr.(x => x)
r4.repr.State	r4.repr.State	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(state("p1307-r4", 0))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.repr.State
r4.cbor.delta.State	r4.cbor.delta.State	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let raw = cbor.encode(state("p1307-r4", 0)); range(raw.len()).map(i => raw.at(i)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.cbor.delta.State
r4.repr.State-escaping	r4.repr.State-escaping	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(state("a\"b", (z: "x\ny", a: (1, 2))))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.repr.State-escaping
r4.cbor.delta.State-escaping	r4.cbor.delta.State-escaping	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let raw = cbor.encode(state("a\"b", (z: "x\ny", a: (1, 2)))); range(raw.len()).map(i => raw.at(i)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.cbor.delta.State-escaping
r4.repr.Counter-Page	r4.repr.Counter-Page	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(counter(page))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.repr.Counter-Page
r4.cbor.delta.Counter-Page	r4.cbor.delta.Counter-Page	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let raw = cbor.encode(counter(page)); range(raw.len()).map(i => raw.at(i)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.cbor.delta.Counter-Page
r4.repr.Counter-Str	r4.repr.Counter-Str	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				repr(counter("page"))	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.repr.Counter-Str
r4.cbor.delta.Counter-Str	r4.cbor.delta.Counter-Str	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	default:Preserved;html:Preserved;a11y:Preserved;html+a11y:Preserved	CLOSED_MEASURED_FUNCTIONAL_SENTINEL				{ let raw = cbor.encode(counter("page")); range(raw.len()).map(i => raw.at(i)) }	Only this complete bilateral assertion/projection is closed; historical expected preservation is distinct from parity.	Equal complete language observation on same literal source/profile refutes this divergence; a different required owner refutes proposed causal scope.	NO_CHANGE_AUTHORIZED	supplement		00_nucleo/diagnosticos/p1322-sentinels-normal.json#r4.cbor.delta.Counter-Str
